id_rna;nom_association;objet;code_objet_1;code_objet_2;date_creation;date_publication;code_postal;commune;statut
353P0353006862;ASSOCIATION DES PARENTS D'ELEVES;Ments scolaires defense et illustration de la langue bretonne dans les etablisse-;015005;015087;;1979-12-04;35000;RENNES;A
353P0353006867;ASSOCIATION SPORTIVE DE L'ECOLE SUPELEC ANTENNE DE  RENNES;Organiser et favoriser la pratique des sports par les eleves frequentant l'etablissement;015075;000000;;1979-12-13;35510;CESSON-SEVIGNE;A
353P0353006893;AMICALE DES SAUVETEURS BRETONS;REGROUPER TOUTES LES PERSONNES ET LEURS AYANTS-CAUSES, OEUVRANT OU AYANT OEUVRE POUR LE SAUVETAGE ET LE SECOURISME;017065;000000;;1980-01-06;35000;RENNES;A
353P0353006906;ASSOCIATION DES AMIS DE L'ORGUE ET DU CHANT CHORAL DE  NOTRE DAME EN SAINT MELAINE DE RENNES;O;006030;000000;;1980-01-30;35000;RENNES;A
353P0353006907;ADHO;Aider au developpement de la culture homosexuelle, favoriser la diffusion de brochures, films, disques emanant du mouvement homo- sexuel;014000;000000;;1980-01-30;35000;RENNES;A
353P0353006912;ASSOCIATION DES AMIS DE LA BIBLIOTHEQUE;Promouvoir la lecture dans l'agglomeration de thorigne-fouillard;006005;000000;;1980-02-06;35510;THORIGNE-FOUILLARD;R
353P0353006974;AMICALE DES ANCIENS DE L'AVIATION LEGERE DE L'ARMEE DE  TERRE;LA RENCONTRE ET LA SURVIVANCE DE LA FRATERNITE QU'ILS SONT RENCONTREE DANS L'ALAT, L'ENTRAIDE ET L'ASSISTANCE DONT ILS POURRAIENT AVOIR BESOIN. SOUTENIR LES INTERETS MORAUX ET MATERIELS. REPRESENTER SES MEMBRES AUPRES DES POUVOIRS PUBLICS;010020;000000;;1980-03-29;35000;RENNES;A
353P0353006980;BRETAGNE EN DIRECT (BREIZH WAR-EEUN);Faire connaitre la bretagne dans le monde, faciliter les echanges et les contacts directs par l'esperanto;006000;000000;;1980-04-05;35000;RENNES;A
353P0353007016;COLLEGE DES BIOLOGISTES HOSPITALO-UNIVERSITAIRES DE  RENNES;Information et coordination de l'action des biologistes hospitalo-universitaires de rennes vis-a-vis des instances hospitalieres et universitaires;017125;000000;;1980-05-21;35000;RENNES;A
353P0353007020;AMICALE DES SAPEURS POMPIERS DE VERN-SUR-SEICHE;Promouvoir les interets materiels et moraux des sapeurs-pom- piers et anciens sapeurs-pompiers et de leur famille;036010;000000;;1980-05-21;35230;VERN-SUR-SEICHE;A
353P0353007037;ASSOCIATION SPORTIVE DE LA CHAPELLE CHAUSSEE A.S.C.C.;Football. pratique de l'education physique et des sports et entre autre le;011075;000000;;1980-06-08;35116;CHAPELLE-CHAUSSEE;D
353P0353007045;FEDERATION D'ILLE-ET-VILAINE DES GROUPES D'ACCUEIL DE  REFUGIES;Informer ces groupes et l'opinion public...;020000;000000;;1980-06-18;35000;RENNES;A
353P0353007056;COGESTION POUR DES FONCTIONS D'ANIMATION (COGEFA);O;015000;000000;;1980-07-01;35000;RENNES;A
353P0353007080;ASSOCIATION;Bles d'aider celles-ci defense des interets des familles et creatin de services suscepti-;019005;000000;;1980-08-02;35230;ORGERES;A
353P0353007109;ASSOCIATION LA CHOUETTE - THEATRE DE MARIONNETTES ET DE MANIPULATION;Developper l'imaginaire, la creativite et l'expression par la creation, la diffusion et la formation a partir de techniques du the~ID~tre de marionnettes, d'objets et de manipulation;006070;000000;;1980-10-12;35510;THORIGNE-FOUILLARD;A
353P0353007119;AMICALE DES DONNEURS DE SANG BENEVOLES DE CHAVAGNE;SUSCITER LE DON VOLONTAIRE ET BENEVOLE DU SANG ET D'INCITER AU RESPECT DU CODE D'HONNEUR DES DONNEURS DE SANG BENEVOLES;017000;000000;;;35310;CHAVAGNE;A
353P0353007134;ASSOCIATION DES SALARIES POUR LA FORMATION;Mettre en oeuvre les decisions de la commission paritaire de formation;015000;000000;;1980-11-08;35000;RENNES;A
353P0353007186;THEATRE DU PRE PERCHE PENICHE SPECTACLE;Creer promouvoir et soutenir un travail the~ID~tral utilisant des formes contemporaines et experimentales par une activite de creation d'animation et de formation en liaison avec les reali tes quotidiennes;006070;000000;;1981-01-08;35000;RENNES;A
353P0353007212;ASSOCIATION POUR LA RECHERCHE EN PSYCHOTHERAPIE  EXISTENTIELLE PAR LE JEU (A.R.P.E.J);O;006000;000000;;1981-02-04;35000;RENNES;A
353P0353007215;ASSOCIATION DU COMITE DES FETES DES ECOLES PUBLIQUES DE  CESSON SEVIGNE;Organisation des fetes des ecoles publiques de bourgchevreuil;009030;000000;;1981-02-04;35510;CESSON-SEVIGNE;R
353P0353007216;ASSOCIATION SPORTIVE ET CULTURELLE 'LES PETITS MUSCLES';Organiser et controler la pratique des activites sportives chez les eleves frequentant l'ecole;011010;000000;;1981-02-04;35170;BRUZ;A
353P0353007224;CLUB PHOTO CINE SON DU PERSONNEL DE LA COMPAGNIE  GENERALE DES EAUX DU CENTRE BRETAGNE;O;006025;000000;;1981-02-08;35000;RENNES;A
353P0353007226;ASSOCIATION LES BALLETS DU GOELAND;Developpement et diffusion de la danse classique et moderne avec le soucis constant de tenir compte des exigences de la recherche et de la creation et de la necessite de faire bene- ficier toutes les categories sociales de manifestations et de;006000;006040;;1981-02-08;35000;RENNES;A
353P0353007231;RESTAURANT ADMINISTRATIF DE RENNES CRIMEE;Servir des repas au profit des membres de l'association et eventu-ellement leur servir le petit dejeuner, une collation, des bois- sons chaudes ou froides;014030;000000;;1981-02-13;35000;RENNES;A
353P0353007236;LES POETES CLASSIQUES D'ARMORIQUE;O;006000;000000;;1981-02-13;35000;RENNES;D
353P0353007237;ASSOCIATION FOOTBALL-CLUB GROS-CHENE;Pratique du football;011075;000000;;1981-02-13;35000;RENNES;A
353P0353007282;ASSOCIATION BRETAGNE ALCOOL ET SANTE;Promouvoir la creation et le developpement d'un institut breton de recherche, de formation et d'action sur les manieres de boire et la prevention de l'alcoolisme;018030;000000;;1981-04-04;35000;RENNES;A
353P0353007288;ASSOCIATION PREVENTION SECOURS;Pratique et enseignement du secourisme;020000;017065;;1981-04-16;35136;SAINT-JACQUES-DE-LA-LANDE;A
353P0353007327;ASSOCIATION POUR LA FORMATION MUSICALE DES JEUNES DE BR;Education artistique, notamment des jeunes de bretagne, par la mu-sique d'orgue et plus generalement par la musique religieuse, ain-si que la formation liturgique, en vue des ceremonies religieuses.;040510;006030;;1981-06-14;35000;RENNES;A
353P0353007338;ASSOCIATION DE GESTION DU CENTRE DE LOISIRS SANS HEBERGEMENT LE CHAMP LOISEL DE VERN SUR SEICHE;LA GESTION DU CLSH MIS A SA DISPOSITION PAR LA POSTE;007000;000000;;;35230;VERN-SUR-SEICHE;D
353P0353007370;DOJO RENNAIS DE L'ASSOCIATION ZEN INTERNATIONALE,  FONDATEUR MAITRE TAISEN DESHIMARU;Aider localement l'action de l'association zen internationale afin d'etudier la philosophie du zen, de pratiquer la medita- tion zen en vue d'essayer de revenir a une forme de civilisa- tion plus authentique et moins materielle;011120;000000;;1981-07-24;35000;RENNES;R
353P0353007374;CLUB DOPPLER BRETAGNE;"Promotion de la methode doppler;etude ,recherche et information sur tout ce qui se rapporte aux investigations vasculaires";017125;000000;;1981-07-24;35000;RENNES;A
353P0353007433;MICROTEL CLUB DE RENNES;Regrouper des amateurs de micro-informatique;006000;000000;;1981-10-29;35000;RENNES;A
353P0353007441;COMITE DEPARTEMENTAL DES SPORTS EQUESTRES D'ILLE-ET- VILAINE;De facon tres generale, de coordonner et promouvoir les activites equestres dans le departement, promouvoir et coordonner les activites des centres equestres du departement affilies a la delegation nationale aux sports;011050;000000;;1981-10-29;35170;BRUZ;D
353P0353007445;ASSOCIATION SPORTIVE LANGANNAISE;Developpement d'activites educatives, sportives, sociales et recreatives;011000;000000;;1981-11-01;35850;LANGAN;A
353P0353007451;SLOBODA-LIBERTE CLUB DES YOUGOSLAVES A RENNES;"Pour des enfants et adultes dans leur langue maternelle promouvoir l'accueil, l'entraide et l'amitie; assurer des cours";003045;000000;;1981-11-10;35000;RENNES;A
353P0353007498;ASSOCIATION FRANCO-TCHECO-SLOVAQUE (A.F.T.S);O;020000;000000;;1981-12-12;35760;SAINT-GREGOIRE;D
353P0353007538;ECOLE DE JUDO DE BETTON;O;011145;000000;;1982-01-10;35830;BETTON;A
353P0353007548;ASSOCIATION DE FORMATION CONTINUE EN ANGEIOLOGIE DE  BRETAGNE;Promouvoir et organiser des actions de formation medicale continueen angeiologie a l'intention de ses membres...;017000;000000;;1982-01-16;35000;RENNES;A
353P0353007571;ECHANGES FRANCO-ALLEMANDS COMITE DE RENNES ET ILLE-ET-;Maintenir et developper entre les deux peuples de france et d' allemagne leurs relations dans la fidelite aux valeurs de libe rte, de defense des droits de l'homme, d'antiracisme, d'antina zisme et de paix;009050;000000;;1982-02-02;35000;RENNES;A
353P0353007578;LIGUE VIE ET SANTE COMITE DE RENNES;ThErapie de groupe dEsintoxication tabagique 'plan des cinq jours';017000;000000;;;35230;SAINT-ARMEL;A
353P0353007580;ASSOCIATION DE CHASSE DE MELLON;O;013005;000000;;1982-02-07;35740;PACE;A
353P0353007582;ASSOCIATION FRANCO NIPPONNE POUR LES ECHANGES CULTURELS  (A.F.N.E.C.);Au japon japonnaise traditionnelle et contemporaine,notamment par la crea- tion d'activites et le developpement d'echanges,tant en france qu'favoriser le developpement de la connaissance de la civilisation;009050;000000;;1982-02-07;35000;RENNES;A
353P0353007621;ASSOCIATION SPORTIVE RENNES ALMA;Pratique du football;011075;000000;;1982-03-20;35000;RENNES;A
353P0353007636;ASSOCIATION DES ASSISTANTES MATERNELLES DE LA CHAPELLE  DES FOUGERETZ;Viser a une organisation collective des assistantes maternelles afin de traiter en commun les problemes de la profession;020000;000000;;1982-04-10;35520;CHAPELLE-DES-FOUGERETZ;A
353P0353007647;ASSOCIATION POUR LA PROTECTION DE LA VALLEE DE LA  VILAINE EN AMONT DE RENNES;Lieux naturels dans le bassin de la vilaine en amont de rennes oeuvrer en faveur de la protection de l'environnement et des mi-;024000;000000;;1982-04-11;35510;THORIGNE-FOUILLARD;A
353P0353007677;LE BLOSNE;O;013005;000000;;1982-05-12;35135;CHANTEPIE;A
353P0353007685;VOLLEY AMICAL CLUB DE BOURGBARRE;Pratique de tous sports, a l'exception du football. developper par l'emploi rationnel de l'education physique, la;011065;000000;;1991-11-27;35230;BOURGBARRE;A
353P0353007695;C.D.C.N.;O;011145;000000;;1982-05-25;35000;RENNES;A
353P0353007700;ASSOCIATION POUR LE DEVELOPPEMENT D'ETUDES ET DE RECHER MONDIALE (ADEREM);Analyser l'evolution presente, passee et future de l'economie mondiale;022000;022515;;1982-06-03;35000;RENNES;D
353P0353007724;ASSOCIATION POUR LA PREPARATION AUX CONCOURS INTERNES  HOSPITALIERS;O;015000;000000;;1982-06-06;35000;RENNES;A
353P0353007733;GROUPE D'ETUDES OTO-RHINO-LARYNGOLOGIQUES DE BRETAGNE;O;017000;000000;;1982-06-19;35510;CESSON-SEVIGNE;A
353P0353007734;FEDERATION NATIONALE DES EDUCATEURS DE JEUNES ENFANTS  RENNES 35 - FNEJE;Ciaux toutes reflexions et actions au niveau de la petite enfance,entre autre en etablissant des liens avec les autres travailleurs so- developper la reflexion et l'action des educateurs de jeunes en-;020020;000000;;1982-06-19;35000;RENNES;A
353P0353007736;VOLLEY-BALL BOURGBARRE - CHANTELOUP;Developper par l'emploi rationnel de l'education physique, la pratique du volley;011065;000000;;1982-06-19;35230;BOURGBARRE;A
353P0353007746;AMICALE DES ANCIENS FONCTIONNAIRES C.R.S. N° 111 ET 9  ET E.M. GROUPEMENT N° III CAMP DE LA MARNE;O;014000;000000;;1982-07-06;35136;SAINT-JACQUES-DE-LA-LANDE;A
353P0353007748;UNION;Cerne le tourisme social, les loisirs et la culture regrouper des associations et des organismes dont l'activite con-;034240;000000;;1977-03-24;35000;RENNES;A
353P0353007751;ASSOCIATION POUR LA DIFFUSION ET L'INFORMATION SOCIALE  ET ECONOMIQUE;O;005015;000000;;1982-07-06;35000;RENNES;A
353P0353007764;RADIO NATIONALE 137;O;006030;000000;;1982-07-28;35520;CHAPELLE-DES-FOUGERETZ;A
353P0353007790;AMICALE DES ANCIENS ELEVES ET ELEVES DE LA MAITRISE SCI  TRAITEMENT ET TRANSMISSION DE L'INFORMATION.;Reunir les anciens eleves et eleves de la maitrise et la pro- mouvoir dans l'industrie.;015070;015040;;1982-08-13;35000;RENNES;A
353P0353007795;LA FLAMME NOUVOITOUCIENNE;ORGANISER ET CONTROLER LA PRATIQUE DES ACTIVITES SPORTIVES;011010;000000;;;35410;NOUVOITOU;A
353P0353007833;URANUS BRUYANT FANFARE;O;006030;000000;;1982-10-22;35000;RENNES;A
353P0353007847;COMITE DE L'ARBRE DE NOEL DU C.H.R. DE RENNES;Organisation d'une seance recreative et d'une distribution des jouets pour les enfants du personnel du centre hospitalier de rennes et d'un repas annuel des retraites de l'etablissement;007000;000000;;1982-11-06;35000;RENNES;A
353P0353007858;A.N.D.C.A.S RADIO SENSATION;O;006000;000000;;1982-11-18;35000;RENNES;A
353P0353007876;L'ESPERANCE DE MORDELLES;Ses membres, des liens d'amitie et de solidarite. principalement musicales de ses adherents, et de creer, entre tousves tendant a developper la pratique des activites culturelles et provoquer, soutenir et encourager tous efforts et toutes initiati-;006000;007000;;1982-12-05;35310;MORDELLES;A
353P0353007886;ASSOCIATION DES AMIS DE L'ORGUE ET DU VITRAIL;Assurer et promouvoir des activites artistiques dans le cadre de l'eglise reformee de rennes;006030;000000;;1982-12-17;35000;RENNES;A
353P0353007888;COMITE DE FLECHETTES D'ILLE ET VILAINE;Regrouper tous les clubs de flechettes du departement d'ille- et-vilaine et departements limitrophes et developper leur es- prit de competition en organisant ou en participant a des tour nois ou rencontres officielles.;011175;023040;;1982-12-17;35650;RHEU;A
353P0353007896;CINEMA OUEST;O;006025;000000;;1982-12-17;35000;RENNES;A
353P0353007907;ASSOCIATION DES ETUDIANTS DU C.A.A.E.;Animation culturelle et sportive;015075;000000;;1982-12-24;35000;RENNES;A
353P0353007927;ASSOCIATION SPORTIVE ET CULTURELLE DE L'ENSEIGNEMENT LIBRE DE VERN SUR SEICHE - ASEL;PROMOUVOIR LES ACTITES SPORTIVES ET DE LOISIRS;011000;000000;;;35230;VERN-SUR-SEICHE;A
353P0353007931;LES MENESTRELS;Developper les valeurs musicales, diffuser l'enseignement de toutes les flutes a bec et faire connaitre le repertoire du moyen age a nos jours;006030;000000;;1983-01-07;35000;RENNES;A
353P0353007947;SAGEMA 35  SERVICE APPLIQUE DE GESTION DES ENTREPRISES DES METIERS DE  L'AUTOMOBILE;Developpement de la connaissance de la comptabilite et de la ges- tion,de l'utilisation de l'informatique chez les artisans et com- mercants des metiers de l'automobile;023000;015045;;1983-01-14;35000;RENNES;A
353P0353007972;AMICALE DES DONNEURS DE SANG DE LA CHAPELLE - MONTGERMONT;SUSCITER LE DON VOLONTAIRE ET BENEVOLE DU SANG- D'INCITER AU RESPECT DU CODE DU DONNEUR DE SANG;017000;000000;;;35520;CHAPELLE-DES-FOUGERETZ;R
353P0353007981;ASSOCIATION TELEMATIQUE DE L'OUEST (A.T.O);O;005000;000000;;1983-02-12;35000;RENNES;A
353P0353007983;FUN SPECTACLES;Creation et animation artistique;006000;000000;;1983-02-12;35000;RENNES;A
353P0353007996;ECOUTER POUR VOIR;O;018050;000000;;1983-02-16;35000;RENNES;D
353P0353007999;CLUB DES RETRAITES DE BRECE;O;009040;000000;;1983-03-02;35530;BRECE;R
353P0353008009;ASSOCIATION ROCKAMBOLESQUE;"Informer la population de vitre et sa region des spectacles qui s'y deroulent et ainsi de promouvoir la vie et l'interet des spec-tacles ; ceci par l'intermediaire d'un petit journal mensuel ayant";006070;000000;;1983-03-05;35830;BETTON;A
353P0353008034;AMICALE DES DONNEURS DE SANG BENEVOLES DE CHARTRES DE BRETAGNE ET DE PONT-PEAN;SUSCITER LE DON VOLONTAIRE ET BENEVOL DU SANG - D'INCITER AU RESPECT DU CODE D'HONNEUR DES DONNEURS DE SANG;017000;000000;;;35131;CHARTRES-DE-BRETAGNE;R
353P0353008037;ASSOCIATION DES RESIDENTS DU FOYER DE PERSONNES AGEES  DE CESSON-SEVIGNE;"Animation du foyer,entaide entre les residents;etablissement de liens avec les associations et groupes exterieurs au foyer";021020;000000;;1983-03-15;35510;CESSON-SEVIGNE;A
353P0353008045;AGAPE;Favoriser par tout moyen conforme, legal et decide par son conseild'administration, les activites de toute personne, groupe ou as- sociation, exercees dans un but a caractere bienfaisant et non lucratif.;014000;006000;;1983-03-30;35000;RENNES;R
353P0353008052;CLUB DE L'AMITIE;O;020000;000000;;1983-04-12;35000;RENNES;A
353P0353008058;ASSOCIATION DU COMMERCE ET DE L'ARTISANAT DE SAINT ERBLON;PROMOTION DES DIFFERENTES ACTIVITES REPRESENTEES AU SEIN DE L'ASSOCIATION.;022542;000000;;;35230;SAINT-ERBLON;A
353P0353008063;COOPERATIVE SCOLAIRE DE L'ECOLE PRIVEE;Coordonner differentes activites organisees par ou pour les elevesfrequentant la maternelle et le primaire prives de mordelles;015000;000000;;1983-04-15;35310;MORDELLES;A
353P0353008195;PRO - THESES;Permettre a chacun de ses membres d'elargir son champ de connais- sances dans le domaine du travail social et de realiser des actions plus personnalisees....;006000;000000;;1983-07-17;35000;RENNES;A
353P0353008216;ASSOCIATION DE GESTION D'ETABLISSEMENTS A VOCATION  SOCIALE;O;014000;000000;;1983-08-14;35830;BETTON;A
353P0353008219;SPRINT CLUB CHANTEPIE;Pratique du sport et plus particulierement du cyclisme;011000;011180;;1983-08-14;35135;CHANTEPIE;R
353P0353008234;S.C.A.R.A.B.E.E.  SOCIETE COOPERATIVE ET ASSOCIATIVE RENNAISE D'ALIMENTATION BIOLOGI QUE ET ECOLOGIQUE;Favoriser et realiser sur des bases cooperatives une nourriture saine et naturelle a la portee de tous, a cet effet l'association s'engage a promouvoir le developpement d'activites telles que:;006000;000000;;1983-09-04;35000;RENNES;A
353P0353008235;ASSOCIATION BOT SPERNEN;Contribuer au fonctionnement d'oeuvres de caractere charitable, educatif, social, sanitaire, culturel, cultuel ou religieux...;040510;000000;;1983-09-04;35000;RENNES;A
353P0353008236;AMICALE DES ARBITRES ET ANCIENS ARBITRES DU COMITE DE  BRETAGNE;O;011000;000000;;1983-09-04;35135;CHANTEPIE;A
353P0353008244;ASSOCIATION VOILES 35;Promouvoir le centre nautique des glenans dans la region breta gne, favoriser l'experience de la vie collective, de la solida rite et de la responsabilite;011095;000000;;1983-09-24;35000;RENNES;R
353P0353008246;CHARTRES HORIZON 2000;O;014000;000000;;1983-09-24;35131;CHARTRES-DE-BRETAGNE;R
353P0353008247;FREQUENCE N° 1;Distraire informer conseiller;005010;000000;;1983-09-24;35000;RENNES;A
353P0353008254;HYGIENE SANTE HARMONIE;O;017000;000000;;1983-09-30;35510;CESSON-SEVIGNE;A
353P0353008278;ASSOCIATION VOLLEY-BALL-CLUB ORGERES;La pratique de l'education physique et sportive;011000;011065;;1983-10-22;35230;ORGERES;A
353P0353008292;DANSE MODERN'JAZZ;O;006040;000000;;1983-10-27;35760;SAINT-GREGOIRE;A
353P0353008293;ASSOCIATION DU MOULIN DE TIXUE;LA PROTECTION DE LA NATURE ET DE LA FAUNE SAUVAGE - EXPLOITATION ET DEFENSES DES CHASSES ET PECHES DES ADHERENTS;024000;000000;;;35520;CHAPELLE-DES-FOUGERETZ;A
353P0353008318;CONFEDERATION SYNDICALE DES FAMILLES SECTION DE SAINT  GREGOIRE;Les principes de base, l'orientation et les perspectives, le role et les objectifs de l'action sociale familiale, pour repondre aux besoins et aux aspirations des familles de travailleurs, mais aus-;023005;019005;;1983-11-20;35000;RENNES;A
353P0353008331;GESTION, ANIMATION DES LOISIRS ET ORGANISATION DES PRA  SPORTIVES (G.A.L.O.P.S.);Defendre les interets de ses adherents et creer une animation socioculturelle;015075;000000;;1983-12-02;35000;RENNES;A
353P0353008334;BETTON CENTRE BOURG;O;022535;000000;;1983-11-27;35830;BETTON;D
353P0353008349;ASSOCIATION RENNAISE DES ETUDIANTS DES ECOLES PALLAS EN  ACTION COMMERCIALE (A.R.E.P.A.C.);Promouvoir les initiatives des eleves susceptibles d'ameliorer leur niveau de connaissances;015075;015045;;1983-12-06;35000;RENNES;A
353P0353008376;INFORMATION ET REALITE DE LA MALADIE ALCOOLIQUE (I.R.M;Entreprendre une campagne d'information du risque alcoolique dans l'enceinte du c.h.r. mener une action d'approche et de soutien aupres des membres du personnel buveurs excessifs en les conseillant sur les traitements;017130;017085;;1984-01-04;35000;RENNES;A
353P0353008387;ASSOCIATION TUTELAIRE DES INADAPTES D'ILLE ET VILAINE;L'a.t.i. se donne pour mission : 1. en liaison avec l'u.n.a.p.e.i. et l'a.d.a.p.e.i., en collabora- tion avec les autorites et services competents et avec les fa- milles, d'assurer la protection des personnes et de sauvegarder;018015;000000;;1984-01-10;35000;RENNES;A
353P0353008388;DES ARTS;Promotion par l'edition de la nouvelle creation dans l'ouest;006000;000000;;1984-01-10;35000;RENNES;A
353P0353008391;ASSOCIATION;Regrouper les personnels des differents secteurs alimentaires afinqu'ils se connaissent,qu'ils puissent echanger leurs points de vuesur leur travail au sein des etablissements hospitaliers,pour le;023000;014030;;1984-01-12;35000;RENNES;A
353P0353008396;ROAZHON FAN-CLUB;Supporter le cercle paul bert nord-ouest dans tous ses matchs officiels afin de favoriser a moyen ou long terme l'existence au moins de deux clubs de football de haut niveau a rennes, lutter;011190;000000;;1984-01-11;35850;ROMILLE;A
353P0353008472;AMICALE DES CADRES CIVILS DE L'ERGM/EL ARM ET DU CRAM DE BRUZ;ELLE A POUR BUT D'AFFIRMER L'ESPRIT DE GROUPE ET DE CREER DES LIENS AMICAUX ENTRE SES ADHERENTS;023000;000000;;;35170;BRUZ;A
353P0353008487;UNION DES COMMERCANTS ARTISANTS PRESTATAIRES DE  SERVICES ET PROFESSIONS LIBERALES DE LA MEZIERE (UCAM);O;022535;000000;;1984-03-01;35520;MEZIERE;A
353P0353008488;CYCLISME RENNES CENTRE;O;011180;000000;;1984-03-06;35000;RENNES;A
353P0353008494;THEATRE DE L'EMBARCADERE;Creation et diffusion des spectacles de l'association;006070;000000;;1984-03-02;35000;RENNES;A
353P0353008513;AMICALE DES PERSONNELS DE L'ETABLISSEMENT DU GENIE A  RENNES;Creer et developper les liens d'amitie entre les personnels et lesfamilles;038100;000000;;1984-03-18;35000;RENNES;A
353P0353008517;A.VIDEO REM;Promouvoir la creation audiovisuelle par la production et la diffusion de films, series et documentaires;005015;000000;;1984-03-20;35000;RENNES;A
353P0353008519;ASSOCIATION SPORTIVE DE TENNIS DE TABLE D'ORGERES (A.S.;Developper la pratique du tennis de table et susciter des liens d'amitie entre ses membres;011000;011165;;1984-03-25;35230;ORGERES;R
353P0353008520;PENN ETUDES CONSEILS;Et, au besoin, la defense juridique, financiere technique, l'inforles et morales des travailleurs, y compris leur confort et leurs;022515;015045;;1984-03-25;35760;SAINT-GREGOIRE;A
353P0353008531;CENTRE AUDIOVISUEL RENNAIS;Promouvoir la culture audiovisuelle et les nouvelles technologies a venir par des animations en direction du public. formation du public (individus, associations, entreprises) a l'utilisation des techniques audiovisuelles.;005015;000000;;1984-03-28;35000;RENNES;A
353P0353008535;MAISON DE L'ETUDIANT DE L'ASSOCIATION GENERALE DES ETUD;Organisation de l'entraide et la solidarite entre tous les etu- diants et notamment les etudiants de l'uhb, en gerant l'ensemble des services et activites lies aux etudiants.;015075;000000;;1984-04-11;35000;RENNES;A
353P0353008556;KANAL GAY;Promouvoir et diffuser les productions sonores gaies en bretagne;005010;005005;;1984-04-17;35000;RENNES;A
353P0353008565;AGILE TALON LA MEZIèRE;O;011020;000000;;1984-05-03;35520;MEZIERE;R
353P0353008589;ASSOCIATION VIET VO DAO RENNES BOURG L'EVEQUE;PRATIQUE DU VIET YO DAO ART MARTIAL VIETNAMIEN ET TOUTES RECHERCHES ET ACTIONS AYANT POUR BUT DE PROMOUVOIR LES ARTS MARTIAUX;011145;000000;;1984-05-18;35000;RENNES;A
353P0353008611;CERCLE DES ARTS ET TECHNIQUES DE LA COIFFURE FRANCAISE;Creer une communaute de professionnels hautement qualifies, desin-teresses et animes par un ideal;022535;000000;;1984-06-03;35000;RENNES;A
353P0353008620;GROUPEMENT DES MEDECINS DE REEDUCATION ET READAPTATION  FONCTIONNELLES ILLE-ET-VILAINE - COTES D'ARMOR (G.R.E.F. ILLE-ET-  VILAINE - COTES D'ARMOR);Reunir les medecins specialistes en reeducation-readaptation fonc-tionnelles d'ille-et-vilaine et cotes d'armor pour promouvoir et organiser leur formation continue, entreprendre toute etude et;017145;000000;;1984-06-14;35000;RENNES;A
353P0353008640;ECHANGES ET SOLIDARITES;Faire connaÎtre au niveau local les problèmes de sociEtE en france et dans le monde, en particulier les pays en difficultE...;020000;000000;;1984-07-17;35310;SAINT-THURIAL;R
353P0353008647;RENNES 2 TRADUCTION (R2T);Re pour les entreprises appliquer par des etudes (traductions)un enseignement universitai-;015075;000000;;1984-07-21;35000;RENNES;A
353P0353008651;FEDERATION DEPARTEMENTALE DES M.J.C. D'ILLE-ET-VILAINE  D'ILLE-ET-VILAINE;"Apporter une aide technique, culturelle et administrative sous toutes ses formes aux maisons de jeunes et de la culture d' ille-et-vilaine; assurer une liaison permanente et efficace entre les maisons de jeunes et de la culture, les unions loca-";019010;009000;;1984-07-21;35000;RENNES;A
353P0353008653;ASSOCIATION TENNIS DE TABLE DE MONTGERMONT (T.T.M.);Pratique du tennis de table;011000;011165;;1984-07-25;35760;MONTGERMONT;A
353P0353008668;L'ETAPE;Developper la solidarite locale...;020000;000000;;1984-08-05;35310;MORDELLES;R
353P0353008673;ASSOCIATION REGIONALE INTERCONSULAIRE POUR  L'AMELIORATION ET LA RENOVATION DU COMMERCE ET DE L'ARTISANAT  (A.R.I.A.R.C.A);O;022000;000000;;1984-08-14;35000;RENNES;A
353P0353008681;ASSOCIATION BOURSE AUX VETEMENTS;Venir en aide aux familles.;019000;000000;;1984-08-23;35690;ACIGNE;A
353P0353008728;FEDERATION FRANCAISE DES MOTARDS EN COLERE SECTION 35;"Tie entre ses membres defense,securite,animation motocycliste;susciter des liens d'ami-";011160;024035;;1984-10-03;35000;RENNES;A
353P0353008731;CERCLE D'ETUDE ET DE RECHERCHE EN MESOTHERAPIE ARMOR;O;017000;000000;;1984-10-03;35000;RENNES;A
353P0353008745;THEATRE DE LA LOUVE;O;006070;000000;;1984-10-23;35000;RENNES;A
353P0353008747;ASSOCIATION POUR LA PRATIQUE DE LA PSYCHOTHERAPIE  EXISTENTIELLE (A.P.P.E);O;006000;000000;;1984-10-23;35000;RENNES;A
353P0353008766;MICROFER RENNES INFORMATIQUE INDIVIDUELLE;Developper l'etude et la pratique de la micro-informatique chez les cheminots et dans leurs familles;005000;000000;;1984-11-07;35000;RENNES;A
353P0353008775;LES PITCHOUNS;L'education de la petite enfance regrouper des parents pour reflechir et organiser la garde et;019000;019010;;1984-11-20;35000;RENNES;A
353P0353008777;BOB'S DARTS CESSONNAIS;Regrouper les joueurs de flechettes desireux de jouer et deve- lopper leur esprit de competition en organisant ou en participant a des tournois ou rencontres officielles;011175;000000;;1984-11-20;35510;CESSON-SEVIGNE;A
353P0353008783;FORMATION CULTURELLE BRETAGNE;Res en poste dans cette region et ouvrir la formation continue culturelle a tous les fonctionnai organiser des stages de formation continue dans la region bretagne;015045;000000;;1984-11-20;35000;RENNES;A
353P0353008786;ASSOCIATION DES COMMERCANTS ET ARTISANS DE GEVEZE;Promouvoir et animer les activitEs commerciales;022535;000000;;;35850;GEVEZE;R
